RAZON SOCIAL,CUIT,SERVICIO,RESOLUCION,FECHA RES,EXPEDIENTE,DOMICILIO,LOCALIDAD,PROVINCIA,C.POSTAL,TELEFONO
SIF AMERICA S.A.                                                                                    ,30-60661634-8,SVA, 1627SC  1998,28/07/1998,EXPCNT E 28211/1996,DEFENSA 825  ,CABA,CIUDAD DE BUENOS AIRES,1065,011-4300-7887
SIGNAL S.A.,33-70708763-9,L-TIC,682 ENACOM/2020,08/06/2020,EX- -APN-REYS#ENACOM 16181188/2019,DR. HERMINIO SANDE 726  ,AVELLANEDA,BUENOS AIRES,1870,011-4204-2001
"SIGOT, ALEXIS RAUL",20-34725363-5,VA-ISP,679 ENACOM/2020,08/06/2020,EX- -APN-REYS#ENACOM 95710478/2019,INDEPENDENCIA S/N  ,SANTA ROSA,LA PAMPA,3421,03447-64-5066
SILICA NETWORKS ARGENTINA S.A.                                                                      ,30-70719317-0,STD,   71SC  2001,18/04/2001,EXPCNC E 4475/2000,SAN MARTIN 638 - Piso 5° ,CABA,CIUDAD DE BUENOS AIRES,C1004AAN,011-4316-1400
SILICA NETWORKS ARGENTINA S.A.                                                                      ,30-70719317-0,STSR,   71SC  2001,18/04/2001,EXPCNC E 4475/2000,SAN MARTIN 638 - Piso 5° ,CABA,CIUDAD DE BUENOS AIRES,C1004AAN,011-4316-1400
SILICA NETWORKS ARGENTINA S.A.                                                                      ,30-70719317-0,SVA,   71SC  2001,18/04/2001,EXPCNC E 4475/2000,SAN MARTIN 638 - Piso 5° ,CABA,CIUDAD DE BUENOS AIRES,C1004AAN,011-4316-1400
SILICA NETWORKS ARGENTINA S.A.                                                                      ,30-70719317-0,SVC,   71SC  2001,18/04/2001,EXPCNC E 4475/2000,SAN MARTIN 638 - Piso 5° ,CABA,CIUDAD DE BUENOS AIRES,C1004AAN,011-4316-1400
SILICOMLAN S.A.,30-71179900-8,SVA,394  ENACOM/2016,11/03/2016,EXPCNC 8333/2011,SAN MARTIN 306  ,MORON,BUENOS AIRES,1708,011-3763-6727
SILICOMLAN S.A.,30-71179900-8,SRSVF,4518 ENACOM/2019,17/10/2019,EX- -APN-REYS#ENACOM 8400357/2019,SAN MARTIN 306  ,MORON,BUENOS AIRES,1708,011-3763-6727
SILKON NETWORK S.A.S.,30-71635205-2,VA-ISP,263 ENACOM/2020,09/03/2020,EX- -APN-REYS#ENACOM 22638175/2019,SAN MARTIN 2380  ,VILLA CARLOS PAZ,CORDOBA,5152,03541-63-5555
"SILOFF, EMILIO ANTONIO",20-06422379-9,SRSVF,246 COMFER/1994,,EXPCOMFER 657/1992,MAIPU 242  ,DESPEÑADEROS,NO ESPECIFICADO,5121,03547-49-2062
"SILVA, CARINA MARIEL",27-18108568-7,VA-ISP,4705  ENACOM/2017,24/11/2017,EX- -APN-SDYME#ENACOM 19264151/2017,MAIPU 2033  ,LAGUNA PAIVA,SANTA FE,3020,0342-494-0617
"SILVA, OSCAR ANTONIO",20-07665167-2,SRSVF,696 COMFER/1991,,EXPCOMFER 1580/1990,RIVADAVIA BERNARDINO 1416  ,VILLA SAN JOSE,ENTRE RIOS,E3282DBT,03447-47-0603
"SILVERO, ANDREA SILVINA",27-26037120-2,SRSVF,725 ENACOM/2021,08/06/2021,EX- -APN-AMEYS#ENACOM 21274026/2018,BELGRANO 698  ,SAUCE,CORRIENTES,3463,03774-48-0284
"SILVERO, ANDREA SILVINA",27-26037120-2,SVA,725 ENACOM/2021,08/06/2021,EX- -APN-AMEYS#ENACOM 21274026/2018,BELGRANO 698  ,SAUCE,CORRIENTES,3463,03774-48-0284
"SILVESTRI, FABIAN ALBERTO",20-20223395-4,SRSVF,648 ENACOM/2018,25/10/2018,EXPAFSCA 290/2015,SUIPACHA 560  ,PAMPA DEL INDIO,CHACO,3581,011-4703-0805
"SILVESTRI, MARCO FEDERICO",20-23836447-8,VA-ISP,5172 ENACOM-MCO/2017,16/06/2017,EXPENACOM 4355/2017,AVDA. GRAL. SAN MARTIN 515  ,FEDERACION,ENTRE RIOS,E3206APF,03456-48-1888
"SILVESTRI, MARCO FEDERICO",20-23836447-8,SRSVF,267 ENACOM/2020,10/03/2020,EX- -APN-SDYME#ENACOM 10114138/2018,AVDA. GRAL. SAN MARTIN 515  ,FEDERACION,ENTRE RIOS,E3206APF,03456-48-1888
"SILVESTRI, MARCO FEDERICO",20-23836447-8,OMV,267 ENACOM/2020,10/03/2020,EX- -APN-SDYME#ENACOM 10114138/2018,AVDA. GRAL. SAN MARTIN 515  ,FEDERACION,ENTRE RIOS,E3206APF,03456-48-1888
"SILVESTRI, MARCO FEDERICO",20-23836447-8,REVEN,267 ENACOM/2020,10/03/2020,EX- -APN-SDYME#ENACOM 10114138/2018,AVDA. GRAL. SAN MARTIN 515  ,FEDERACION,ENTRE RIOS,E3206APF,03456-48-1888
"SILVESTRI, MARCO FEDERICO",20-23836447-8,STD,267 ENACOM/2020,10/03/2020,EX- -APN-SDYME#ENACOM 10114138/2018,AVDA. GRAL. SAN MARTIN 515  ,FEDERACION,ENTRE RIOS,E3206APF,03456-48-1888
"SIMAÑUK, EDGAR EUGENIO",23-35329114-9,L-TIC,3534 ENACOM/2019,29/08/2019,EX- -APN-REYS#ENACOM 48058632/2019,AVDA. NESTOR KIRCHNER (BARRIO LAS LEÑAS) S/N - Piso 9° ,PUERTO IGUAZU,MISIONES,3370,03757-31-7877
SIN RECARGO S.R.L.                                                                                  ,30-70734846-8,SRT,  110SC  2001,03/05/2001,EXPCNC E 1416/2001,BACACAY 2531  ,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,C1406GDS,011-4613-7311
SINECTIS S.A.,30-68589598-2,STD,  103SC  1996,16/09/1996,EXPCNT E 30130/1996,CABILDO 2677 - Piso 7 ,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,C1428AAI,011-4813-0566
SINECTIS S.A.,30-68589598-2,SVA,  591SC  1998,27/02/1998,EXPCNT E 30130/1996,CABILDO 2677 - Piso 7 ,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,C1428AAI,011-4813-0566
"SINISCALCHI PEREZ, MARIA EUGENIA",27-18779791-3,L-TIC,4516 ENACOM 2019,17/10/2019,EX- -APN-REYS#ENACOM 50745903/2019,LAS MAZMORRAS 2345  ,MERLO,SAN LUIS,D5881DXA,011-5051-5837
"SINTURION, MARCELO CLAUDIO",20-20474069-1,VA-ISP,9108  ENACOM/2016,14/12/2016,EXPENACOM 10662/2016,SAN MARTIN 853  ,MONTES DE OCA,SANTA FE,2521,03471-67-7783
"SINTURION, MARTIN MAXIMILIANO",20-29274189-9,SVA,8196  ENACOM/2016,29/11/2016,EXPCNC 3861/2015,ISLANDIA 3413  ,JOSE CLEMENTE PAZ,BUENOS AIRES,1665,011-462-5476
SION S.A.                                                                                           ,30-69007604-3,STLDN,   98SC  2007,03/07/2007,EXPCNC E 6671/1997,CHICLANA 3345 - Piso 5 ,CABA,CIUDAD DE BUENOS AIRES,C1260ACA,011-6692-2407
SION S.A.                                                                                           ,30-69007604-3,STLDI,   98SC  2007,03/07/2007,EXPCNC E 6671/1997,CHICLANA 3345 - Piso 5 ,CABA,CIUDAD DE BUENOS AIRES,C1260ACA,011-6692-2407
SION S.A.                                                                                           ,30-69007604-3,STL,   98SC  2007,03/07/2007,EXPCNC E 6671/1997,CHICLANA 3345 - Piso 5 ,CABA,CIUDAD DE BUENOS AIRES,C1260ACA,011-6692-2407
SION S.A.                                                                                           ,30-69007604-3,OMV,2414 ENACOM/2019,27/06/2019,EXPCNC E 6671/1997,CHICLANA 3345 - Piso 5 ,CABA,CIUDAD DE BUENOS AIRES,C1260ACA,011-6692-2407
SION S.A.                                                                                           ,30-69007604-3,SVA,  568SC  1998,27/02/1998,EXPCNC E 6671/1997,CHICLANA 3345 - Piso 5 ,CABA,CIUDAD DE BUENOS AIRES,C1260ACA,011-6692-2407
SION S.A.                                                                                           ,30-69007604-3,STD, 3467SC  1999,16/02/1999,EXPCNC E 6671/1997,CHICLANA 3345 - Piso 5 ,CABA,CIUDAD DE BUENOS AIRES,C1260ACA,011-6692-2407
SIRCOM SOCIEDAD DE RESPONSABILIDAD LIMITADA,33-71532862-9,VA-ISP,9049  ENACOM/2016,14/12/2016,EXPENACOM 10316/2016,ACONQUIJA 1645  ,YERBA BUENA,TUCUMAN,T4107CED,0381-406-2994
SISAT S.A.                                                                                          ,30-64228899-3,STD, 1069SC  1999,30/08/1999,EXPCNC E 5743/1999,HIPOLITO YRIGOYEN 1350 - Piso 2 - Dpto/Of. D,CIUDAD DE BUENOS AIRES,CIUDAD DE BUENOS AIRES,1086,011-4384-0800
SISAT S.A.                                                                                          ,30-64228899-3,SVA, 1069SC  1999,30/08/1999,EXPCNC E 5743/1999,HIPOLITO YRIGOYEN 1350 - Piso 2 - Dpto/Of. D,CIUDAD DE BUENOS AIRES,CIUDAD DE BUENOS AIRES,1086,011-4384-0800
SISERTEL S.A.                                                                                       ,30-68744821-5,STLDN,   61SC  2003,28/01/2003,EXPCNC E 4209/1997,SUIPACHA 119 - Piso 4 ,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,C1008AAC,011-5031-0600
SISERTEL S.A.                                                                                       ,30-68744821-5,STLDI,   61SC  2003,28/01/2003,EXPCNC E 4209/1997,SUIPACHA 119 - Piso 4 ,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,C1008AAC,011-5031-0600
SISERTEL S.A.                                                                                       ,30-68744821-5,STD, 2376SC  1997,14/08/1997,EXPCNC E 4209/1997,SUIPACHA 119 - Piso 4 ,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,C1008AAC,011-5031-0600
SISERTEL S.A.                                                                                       ,30-68744821-5,SVA, 2376SC  1997,14/08/1997,EXPCNC E 4209/1997,SUIPACHA 119 - Piso 4 ,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,C1008AAC,011-5031-0600
SISTA S.A.,30-70787653-7,VA-ISP,5759  ENACOM/2017,26/12/2017,EXPENACOM 8743/2017,11 260  ,LA PLATA,BUENOS AIRES,B1906ENF,0221-466-2200
SISTA S.A.,30-70787653-7,SRSVF,10481 ENACOM/2016,30/12/2016,EXPAFSCA 1540/2011,11 260  ,LA PLATA,BUENOS AIRES,B1906ENF,0221-466-2200
SISTEMA DE ELECTRONICA APLICADA 3 S.A.,30-71515448-6,SAT,1425 ENACOM/2021,05/10/2021,EX- -APN-REYS#ENACOM 48543169/2021,SUIPACHA 194  ,QUILMES,BUENOS AIRES,1878,011-5248-2121
SISTEMA DE ELECTRONICA APLICADA 3 S.A.,30-71515448-6,VALLM,1425 ENACOM/2021,05/10/2021,EX- -APN-REYS#ENACOM 48543169/2021,SUIPACHA 194  ,QUILMES,BUENOS AIRES,1878,011-5248-2121
SISTEMA DE ELECTRONICA APLICADA 3 S.A.,30-71515448-6,VA-ISP,1425 ENACOM/2021,05/10/2021,EX- -APN-REYS#ENACOM 48543169/2021,SUIPACHA 194  ,QUILMES,BUENOS AIRES,1878,011-5248-2121
SISTEMA DE VIDEO COMUNICACIONES S.R.L.,30-69354755-1,VA-ISP,257  ENACOM/2017,25/08/2017,EXPENACOM 819/2017,CATRILO 3989  ,SANTA ROSA,LA PAMPA,6300,011-9999-9999
SISTEMA DE VIDEO COMUNICACIONES S.R.L.,30-69354755-1,SRSVF,993 COMFER/1995,,EXPCOMFER 1556/1990,CATRILO 3989  ,SANTA ROSA,LA PAMPA,6300,011-9999-9999
"SISTEMA M.A.S. COOPERATIVA LIMITADA DE SERVICIOS PARA SALUD, TELECOMUNICACIONES, VIVIENDA, OBRAS Y OTROS SERVICIOS PUBLICOS",30-62111878-8,STL,  109SC  2005,17/05/2005,EXPCNC 2446/2003,SANTA FE 1129  ,SAN JORGE,SANTA FE,2451,03406-44-0817
"SISTEMA M.A.S. COOPERATIVA LIMITADA DE SERVICIOS PARA SALUD, TELECOMUNICACIONES, VIVIENDA, OBRAS Y OTROS SERVICIOS PUBLICOS",30-62111878-8,STLDI,  109SC  2005,17/05/2005,EXPCNC 2446/2003,SANTA FE 1129  ,SAN JORGE,SANTA FE,2451,03406-44-0817
"SISTEMA M.A.S. COOPERATIVA LIMITADA DE SERVICIOS PARA SALUD, TELECOMUNICACIONES, VIVIENDA, OBRAS Y OTROS SERVICIOS PUBLICOS",30-62111878-8,STLDN,  109SC  2005,17/05/2005,EXPCNC 2446/2003,SANTA FE 1129  ,SAN JORGE,SANTA FE,2451,03406-44-0817
SISTEMAS DE PROCESAMIENTO DE DATOS PARA SOCIEDADES S.A.                                             ,30-57671543-5,SVA,11516SC  1999,27/05/1999,EXPCNC E 11514/1998,AV. PASEO COLON 524 - Piso 3 - Dpto/Of. 3,CIUDAD DE BUENOS AIRES,CIUDAD DE BUENOS AIRES,1063,011-4331-2700
SISTEMAS DE PROTECCION Y SEGURIDAD S.R.L.                                                           ,30-69766781-0,SAVR,  511SC  2001,05/12/2001,EXPCNC E 5737/2000,LOZANO PEDRO 4265  ,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,C1417EEU,011-4639-2409
SISTEMAS ELECTRONICOS Y COMUNICACIONES SOCIEDAD DE RESPONSABILIDAD LIMITADA,30-69591143-9,SRCE, 1407SC  1999,22/09/1999,EXPCNC E 6188/1999,MENDOZA 699  ,BAHIA BLANCA,BUENOS AIRES,B8000HFM,0291-458-0012
SISTEMAS ELECTRONICOS Y COMUNICACIONES SOCIEDAD DE RESPONSABILIDAD LIMITADA,30-69591143-9,SRC, 1407SC  1999,22/09/1999,EXPCNC E 6188/1999,MENDOZA 699  ,BAHIA BLANCA,BUENOS AIRES,B8000HFM,0291-458-0012
SISTEMAS ELECTRONICOS Y COMUNICACIONES SOCIEDAD DE RESPONSABILIDAD LIMITADA,30-69591143-9,STD, 1407SC  1999,22/09/1999,EXPCNC E 6188/1999,MENDOZA 699  ,BAHIA BLANCA,BUENOS AIRES,B8000HFM,0291-458-0012
SISTEMAS ELECTRONICOS Y COMUNICACIONES SOCIEDAD DE RESPONSABILIDAD LIMITADA,30-69591143-9,SAP, 1407SC  1999,22/09/1999,EXPCNC E 6188/1999,MENDOZA 699  ,BAHIA BLANCA,BUENOS AIRES,B8000HFM,0291-458-0012
SISTEMAS ELECTRONICOS Y COMUNICACIONES SOCIEDAD DE RESPONSABILIDAD LIMITADA,30-69591143-9,SAVR, 1407SC  1999,22/09/1999,EXPCNC E 6188/1999,MENDOZA 699  ,BAHIA BLANCA,BUENOS AIRES,B8000HFM,0291-458-0012
SISTEMAS ELECTRONICOS Y COMUNICACIONES SOCIEDAD DE RESPONSABILIDAD LIMITADA,30-69591143-9,SVA, 1407SC 1999,22/09/1999,EXPCNC E 6188/1999,MENDOZA 699  ,BAHIA BLANCA,BUENOS AIRES,B8000HFM,0291-458-0012
SISTEMCABLE ARGENTINA S.A.,30-71130880-2,SRSVF,1128 ENACOM/2019,12/03/2019,EXPAFSCA 1756/2010,LOPEZ Y PLANES 449  ,PARANA,ENTRE RIOS,E3102IVI,0343-4424-8923
SISTEMCABLE ARGENTINA S.A.,30-71130880-2,VA-ISP,1128 ENACOM/2019,12/03/2019,EXPAFSCA 1756/2010,LOPEZ Y PLANES 449  ,PARANA,ENTRE RIOS,E3102IVI,0343-4424-8923
SISTESAT S.R.L.,30-65069617-0,VA-ISP,4544  ENACOM/2017,29/11/2017,EXPENACOM 64/2017,PIO ANGULO 576  ,BELLE VILLE,CORDOBA,2550,03537-99-9999
SISTESAT S.R.L.,30-65069617-0,SRSVF,379 COMFER/1992,19/06/1992,EXPCOMFER 2437/1993,PIO ANGULO 576  ,BELLE VILLE,CORDOBA,2550,03537-99-9999
"SISTI, SERGIO",20-11968369-7,L-TIC,1778 ENACOM/2021,19/11/2021,EX- -APN-REYS#ENACOM 82004279/2020,61 Y 3 S/N  ,PILA,BUENOS AIRES,7116,--
SITA B.V.,30-70750496-6,SVA,10 ENACOM/2022,06/01/2022,EX- -APN-REYS#ENACOM 89674730/2020,PIEDRAS 383 - Piso 3 ,CABA,CIUDAD DE BUENOS AIRES,1070,011-7001-7645
SITA B.V.,30-70750496-6,SVC,10 ENACOM/2022,06/01/2022,EX- -APN-REYS#ENACOM 89674730/2020,PIEDRAS 383 - Piso 3 ,CABA,CIUDAD DE BUENOS AIRES,1070,011-7001-7645
SITA B.V.,30-70750496-6,STD,10 ENACOM/2022,06/01/2022,EX- -APN-REYS#ENACOM 89674730/2020,PIEDRAS 383 - Piso 3 ,CABA,CIUDAD DE BUENOS AIRES,1070,011-7001-7645
SITERCO S.R.L.                                                                                      ,30-61441187-9,SRC, 4702CNT 1993,07/09/1993,EXPCNT 12089/1993,AVENIDA DE CIRCUNVALACION Y SAMPAYO S/N  ,JUNIN,BUENOS AIRES,6000,02362-44-0300
SITERCO S.R.L.                                                                                      ,30-61441187-9,SRCE, 4703CNT 1993,07/09/1993,EXPCNT 12088/1993,AVENIDA DE CIRCUNVALACION Y SAMPAYO S/N  ,JUNIN,BUENOS AIRES,6000,02362-44-0300
SITERCO S.R.L.                                                                                      ,30-61441187-9,STMB, 4704CNT 1993,07/09/1993,EXPCNT 12090/1993,AVENIDA DE CIRCUNVALACION Y SAMPAYO S/N  ,JUNIN,BUENOS AIRES,6000,02362-44-0300
SITERCO S.R.L.                                                                                      ,30-61441187-9,STD, 5327CNT 1993,08/10/1993,EXPCNT 18273/1993,AVENIDA DE CIRCUNVALACION Y SAMPAYO S/N  ,JUNIN,BUENOS AIRES,6000,02362-44-0300
SITERCO S.R.L.                                                                                      ,30-61441187-9,SAP, 5328CNT 1993,08/10/1993,EXPCNT 18274/1993,AVENIDA DE CIRCUNVALACION Y SAMPAYO S/N  ,JUNIN,BUENOS AIRES,6000,02362-44-0300
SITERNET S.R.L.                                                                                     ,33-65551402-9,SRCE,   95SC  2000,18/02/2000,EXPCNC E 7098/1997,AVDA. JUAN DOMINGO BUZON 782  ,TANDIL,BUENOS AIRES,B7000BWU,0249-443-3600
SITERNET S.R.L.                                                                                     ,33-65551402-9,SAP,   27SC  2006,15/06/2006,EXPCNC E 7098/1997,AVDA. JUAN DOMINGO BUZON 782  ,TANDIL,BUENOS AIRES,B7000BWU,0249-443-3600
SITERNET S.R.L.                                                                                     ,33-65551402-9,SVA,   27SC  2006,15/06/2006,EXPCNC E 7098/1997,AVDA. JUAN DOMINGO BUZON 782  ,TANDIL,BUENOS AIRES,B7000BWU,0249-443-3600
SITERNET S.R.L.                                                                                     ,33-65551402-9,SRT,   27SC  2006,15/06/2006,EXPCNC E 7098/1997,AVDA. JUAN DOMINGO BUZON 782  ,TANDIL,BUENOS AIRES,B7000BWU,0249-443-3600
SITERNET S.R.L.                                                                                     ,33-65551402-9,STL,   27SC  2006,15/06/2006,EXPCNC E 7098/1997,AVDA. JUAN DOMINGO BUZON 782  ,TANDIL,BUENOS AIRES,B7000BWU,0249-443-3600
SITERNET S.R.L.                                                                                     ,33-65551402-9,STLDI,   27SC  2006,15/06/2006,EXPCNC E 7098/1997,AVDA. JUAN DOMINGO BUZON 782  ,TANDIL,BUENOS AIRES,B7000BWU,0249-443-3600
SITERNET S.R.L.                                                                                     ,33-65551402-9,STLDN,   27SC  2006,15/06/2006,EXPCNC E 7098/1997,AVDA. JUAN DOMINGO BUZON 782  ,TANDIL,BUENOS AIRES,B7000BWU,0249-443-3600
SITERNET S.R.L.                                                                                     ,33-65551402-9,REVEN,   27SC  2006,15/06/2006,EXPCNC E 7098/1997,AVDA. JUAN DOMINGO BUZON 782  ,TANDIL,BUENOS AIRES,B7000BWU,0249-443-3600
SITGES S.A.,30-70843410-4,STD,  103SC  2006,31/07/2006,EXPCNC 1383/2004,ALIANZA 14  ,CIUDADELA,BUENOS AIRES,1702,011-4647-2100
SITGES S.A.,30-70843410-4,SAVR,  103SC  2006,31/07/2006,EXPCNC 1383/2004,ALIANZA 14  ,CIUDADELA,BUENOS AIRES,1702,011-4647-2100
SIVEC S.R.L.                                                                                        ,30-68762698-9,SAVR, 1089SC  1998,30/04/1998,EXPCNC E 2105/1998,MARACAIBO 644  ,CORDOBA,CORDOBA,X5001DGN,0351-683-8084
SJ MEDIA S.A.S.,33-71630614-9,VA-ISP,3690 ENACOM/2019,05/09/2019,EX- -APN-REYS#ENACOM 7841122/2019,25 DE MAYO 848  ,SAN JOSE DE LA ESQUINA,SANTA FE,2185,--
SJ MEDIA S.A.S.,33-71630614-9,SRSVF,3690 ENACOM/2019,05/09/2019,EX- -APN-REYS#ENACOM 7841122/2019,25 DE MAYO 848  ,SAN JOSE DE LA ESQUINA,SANTA FE,2185,--
SKUNK S.R.L.,30-71688029-6,L-TIC,1498 ENACOM/2021,06/10/2021,EX- -APN-REYS#ENACOM 63188293/2020,AYACUCHO 1490 - Piso 11 ,CABA,CIUDAD DE BUENOS AIRES,1111,011-3857-6644
SKYCENTRO S.R.L.,30-71003679-5,STSR,360  ENACOM/2016,11/03/2016,EXPCNC 7488/2007,DIAGONAL PODESTA COSTA 3224  ,CORDOBA,CORDOBA,X5016OCH,0351-464-6038
SKYCORP S.A.,30-71178488-4,SVA,9096  ENACOM/2016,14/12/2016,EXPCNC 8303/2012,RECONQUISTA 715 - Piso 4 - Dpto/Of. E,CABA,CIUDAD DE BUENOS AIRES,1067,011-2154-8283
SKYNET COMUNICATIONS S.A.,30-71062507-3,SVA,362  ENACOM/2016,11/03/2016,EXPCNC 2852/2010,LAVALLE 1672 - Piso 7 - Dpto/Of. 39,CABA,CIUDAD DE BUENOS AIRES,C1048AAN,011-5355-9557
"SLAVUTZKY, RAUL GREGORIO",23-11481128-9,SRSVF,107 COMFER/1998,,EXPCOMFER 2042/1997,MALVINAS ARGENTINAS Y JOAQUIN V. GONZALEZ 0  ,CHEPES,LA RIOJA,5470,--
SLCOM S.R.L.,30-71542446-7,VA-ISP,700 ENACOM/2019,12/02/2019,EX- -APN-SDYME#ENACOM 24720517/2017,FLORIDA 466  ,SALTA,SALTA,4400,0387-579-1696
SM COMUNICACIONES SRL,33-71521277-9,SRSVF,1839 ENACOM/2019,26/04/2019,EX- -APN-SDYME#ENACOM 41322575/2018,ZABALA 724  ,SALTA,SALTA,4400,--
SM COMUNICACIONES SRL,33-71521277-9,VA-ISP,1839 ENACOM/2019,26/04/2019,EX- -APN-SDYME#ENACOM 41322575/2018,ZABALA 724  ,SALTA,SALTA,4400,--
SMARTEL ARGENTINA S.A.,30-68714538-7,SVA,  147SC  1996,14/10/1996,EXPCNT E 30637/1996,DIAG. ROQUE SAENZ PEÑA 971 - Piso 4 ,CIUDAD DE BUENOS AIRES,CIUDAD DE BUENOS AIRES,1035,--
SMARTEL ARGENTINA S.A.,30-68714538-7,STD,  190SC  1996,07/11/1996,EXPCNT E 30637/1996,DIAG. ROQUE SAENZ PEÑA 971 - Piso 4 ,CIUDAD DE BUENOS AIRES,CIUDAD DE BUENOS AIRES,1035,--
SMARTMOB S.A.,30-71483342-8,SVA,3673  ENACOM/2017,31/10/2017,EXPENACOM 8800/2017,ESMERALDA 1320 - Piso 1 - Dpto/Of. A,CABA,CIUDAD DE BUENOS AIRES,1428,011-4196-5422
SMC INTERNET S.A.S.,30-71693497-3,VA-ISP,1877 ENACOM/2021,24/11/2021,EX- -APN-REYS#ENACOM 77269704/2020,SAN MARTIN 472  ,VAQUEROS,SALTA,4401,0342-468-4661
SMIP INSTRUMENTAL SOCIEDAD DE RESPONSABILIDAD LIMITADA,30-70770110-9,SVA,7566  ENACOM/2016,07/11/2016,EXPCNC 12278/2013,SAN LUIS 476  ,PLOTTIER,NEUQUEN,Q8316EQB,0299-452-3373
SN COMUNICACIONES S.R.L.,30-71202511-1,SVA,1394 ENACOM/2018,29/11/2018,EXPCNC 11034/2012,JUAN MANUEL DE ROSAS 3110  ,GRAL. SAN MARTIN,BUENOS AIRES,1655,011-4115-7069
SN COMUNICACIONES S.R.L.,30-71202511-1,SRSVF,186 ENACOM/2020,03/03/2020,EX- -APN-SDYME#ENACOM 95030046/2019,JUAN MANUEL DE ROSAS 3110  ,GRAL. SAN MARTIN,BUENOS AIRES,1655,011-4115-7069
SN COMUNICACIONES S.R.L.,30-71202511-1,STL,186 ENACOM/2020,03/03/2020,EX- -APN-SDYME#ENACOM 95030046/2019,JUAN MANUEL DE ROSAS 3110  ,GRAL. SAN MARTIN,BUENOS AIRES,1655,011-4115-7069
"SOARES, MARTIN HECTOR",20-23548102-3,VA-ISP,1644 ENACOM/2019,26/04/2019,EX- -APN-SDYME#ENACOM 40719388/2018,CHACABUCO 262  ,SALIQUELO,BUENOS AIRES,6339,02392-55-8209
SOCIEDAD ANONIMA ORGANIZACION COORDINADORA ARGENTINA,30-53625919-4,STP, 2672SC  1998,11/12/1998,EXPSECOM 27/1998,JURAMENTO 750  ,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,C1428DMD,011-4788-7799
SOCIEDAD CONDUCTORES DE TAXIS DE MAR DEL PLATA                                                      ,30-59527875-5,SRT,  239SEYC1995,14/11/1995,EXPCNT 19276/1993,DORREGO CNEL MANUEL 2021  ,MAR DEL PLATA,BUENOS AIRES,B7600CMO,0223-494-2338
SOCIEDAD COOPERATIVA POPULAR LIMITADA DE COMODORO RIVADAVIA,30-54572672-2,STLDN,   47SC  2011,28/04/2011,EXPSC 3266/1989,SAN MARTIN 1641  ,COMODORO RIVADAVIA,CHUBUT,U9000AJG,0297-446-6396
SOCIEDAD COOPERATIVA POPULAR LIMITADA DE COMODORO RIVADAVIA,30-54572672-2,STLDI,   47SC  2011,28/04/2011,EXPSC 3266/1989,SAN MARTIN 1641  ,COMODORO RIVADAVIA,CHUBUT,U9000AJG,0297-446-6396
SOCIEDAD COOPERATIVA POPULAR LIMITADA DE COMODORO RIVADAVIA,30-54572672-2,STB,  429CNT 1991,05/09/1991,EXPSC 3266/1989,SAN MARTIN 1641  ,COMODORO RIVADAVIA,CHUBUT,U9000AJG,0297-446-6396
SOCIEDAD COOPERATIVA POPULAR LIMITADA DE COMODORO RIVADAVIA,30-54572672-2,SVA,5442 ENACOM/2019,21/11/2019,EXPSC 3266/1989,SAN MARTIN 1641  ,COMODORO RIVADAVIA,CHUBUT,U9000AJG,0297-446-6396
SOCIEDAD DE TAXIMETRISTAS UNIDOS DE SANTA FE,33-67457968-9,SRT,  288SEYC1995,04/12/1995,EXPCNT 22181/1993,TUCUMAN 3668  ,SANTA FE,SANTA FE,S3000CBD,0342-453-1529
SOCIEDAD PRO-FOMENTO PUEBLO DEL VALLE,30-59118794-1,STL,1346  ENACOM/2017,06/03/2017,EXPCNT 2253/1993,"10, ENTRE 1 Y 3 S/N  ",DEL VALLE,BUENOS AIRES,6509,02345-49-6394
SOCIEDAD PRO-FOMENTO PUEBLO DEL VALLE,30-59118794-1,VA-ISP,5896 ENACOM/2019,26/11/2019,EXPENACOM 10077/2016,"10, ENTRE 1 Y 3 S/N  ",DEL VALLE,BUENOS AIRES,6509,02345-49-6394
SOCIEDAD PROPIETARIOS DE AUTOMOVILES CON TAXIMETRO ASOCIACION CIVIL,30-56811818-5,SRT,10279SC  1999,11/05/1999,EXPCNC E 14423/1998,SALGUERO JERONIMO 1212 - Piso PB ,CIUDAD AUTONOMA BUENOS AIRES,CIUDAD DE BUENOS AIRES,C1177AEX,011-4867-2600
